field,title,link,desc
Miscellaneous,Scriptable,https://github.com/dersvenhesse/awesome-scriptable#readme,An iOS app for automations in JavaScript.
Miscellaneous,WebXR,https://github.com/msub2/awesome-webxr#readme,Enables immersive virtual reality and augmented reality content on the web.
Miscellaneous,Computational Geometry,https://github.com/atkirtland/awesome-computational-geometry#readme,Computational approaches for problems in geometry.
Miscellaneous,OpenStreetMap,https://github.com/osmlab/awesome-openstreetmap#readme,An open data mapping project utilized by many apps and devices.
Miscellaneous,Computational Biology,https://github.com/inoue0426/awesome-computational-biology#readme,Computational approaches applied to problems in biology.
Miscellaneous,Read the Docs,https://github.com/readthedocs-examples/awesome-read-the-docs#readme,Example documentation projects to inspire and help bootstrap new documentation projects.
Miscellaneous,Quarto,https://github.com/mcanouil/awesome-quarto#readme,Scientific and technical open-source publishing system built on Pandoc.
Miscellaneous,Biological Image Analysis,https://github.com/hallvaaw/awesome-biological-image-analysis#readme,Interpreting biological phenomena using images.
Miscellaneous,ChatGPT,https://github.com/sindresorhus/awesome-chatgpt#readme,Artificial intelligence chatbot developed by OpenAI.
Miscellaneous,Whisper,https://github.com/sindresorhus/awesome-whisper#readme,Open-source AI-powered speech recognition system developed by OpenAI.
Miscellaneous,Steam Deck,https://github.com/airscripts/awesome-steam-deck#readme,A handheld gaming computer developed by Valve.
Miscellaneous,HPC,https://github.com/dstdev/awesome-hpc#readme,High Performance Computing.
Related,All Awesome Lists,https://github.com/topics/awesome,All the Awesome lists on GitHub.
Related,Awesome Search,https://awesomelists.top,Quick search for Awesome lists.
Related,StumbleUponAwesome,https://github.com/basharovV/StumbleUponAwesome,Discover random pages from the Awesome dataset using a browser extension.
Related,Awesome CLI,https://github.com/umutphp/awesome-cli,A simple command-line tool to dive into Awesome lists.
Related,Awesome Viewer,https://awesome.digitalbunker.dev,A visualizer for all of the above Awesome lists.
Related,Track Awesome List,https://www.trackawesomelist.com,View the latest updates of Awesome lists.
Related,Open Source Heroes - Awesome,https://opensource-heroes.com/awesome,"View Awesome lists with extra info like stars, last update, and license."
